run_id,ts,experiment,cell,label,engine,n,ef,k,concurrency,selectivity,trial,p50_ms,p95_ms,p99_ms,qps,recall_at_10,recall_at_50,recall_at_100,error_rate,n_measured,invalid,index_build_s,time_to_searchable_s,rss_mb,host_ok
mongo-100k,2026-09-12T09:43:06.055599+00:00,E4,ingest,ingest_bulk,mongo,10000,,,,,,,,,,,,,,,,12.024547499982873,11.717119999986608,1226.1,
mongo-100k,2026-09-12T09:43:21.917885+00:00,E0,e0_high_ef,e0_high_ef,mongo,10000,256.0,10.0,1.0,100,1.0,12.807650011382066,15.922310019959692,18.862591018551026,76.01701723034644,0.9996,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,1102.9,True
mongo-100k,2026-09-12T09:44:36.697301+00:00,E4,ingest,ingest_bulk,mongo,50000,,,,,,,,,,,,,,,,62.924877399986144,62.88476869999431,1766.3999999999999,
mongo-100k,2026-09-12T09:45:00.497239+00:00,E1,e1_iso_config,e1_iso_config,mongo,50000,64.0,10.0,1.0,100,1.0,13.851199983037077,17.46732499159407,19.810974998690654,70.56162808128981,0.9877999999999996,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,1761.8,True
mongo-100k,2026-09-12T09:45:17.797420+00:00,E1,e1_iso_config,e1_iso_config,mongo,50000,64.0,10.0,1.0,100,2.0,12.141949991928414,14.653715016902423,16.706642012577497,80.94598529443334,0.9869999999999997,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,1764.6,True
mongo-100k,2026-09-12T09:45:34.422538+00:00,E1,e1_iso_config,e1_iso_config,mongo,50000,64.0,10.0,1.0,100,3.0,12.784350008587353,15.09740001929458,16.63186600577319,77.14925241897897,0.9875999999999996,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,1748.3999999999999,True
mongo-100k,2026-09-12T09:47:38.041707+00:00,E4,ingest,ingest_bulk,mongo,100000,,,,,,,,,,,,,,,,110.48598929998116,110.43604200001573,2110.0,
mongo-100k,2026-09-12T09:48:02.005453+00:00,E1,e1_iso_config,e1_iso_config,mongo,100000,64.0,10.0,1.0,100,1.0,13.573449992691167,18.252955003117666,20.95885400951373,71.30370133114437,0.9958,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2109.6000000000004,True
mongo-100k,2026-09-12T09:48:19.117542+00:00,E1,e1_iso_config,e1_iso_config,mongo,100000,64.0,10.0,1.0,100,2.0,13.284300002851523,16.545589982706584,19.3339799894602,73.66269249055121,0.9962,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2105.7,True
mongo-100k,2026-09-12T09:48:36.948262+00:00,E1,e1_iso_config,e1_iso_config,mongo,100000,64.0,10.0,1.0,100,3.0,13.261849991977215,16.044570005033147,22.521288017742332,73.93257916586522,0.996,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2022.3000000000002,True
