run_id,ts,experiment,cell,label,engine,n,ef,k,concurrency,selectivity,trial,p50_ms,p95_ms,p99_ms,qps,recall_at_10,recall_at_50,recall_at_100,error_rate,n_measured,invalid,index_build_s,time_to_searchable_s,rss_mb,host_ok
mongo-500k,2026-09-13T10:11:55.516202+00:00,E4,ingest,ingest_bulk,mongo,500000,,,,,,,,,,,,,,,,469.91668609995395,469.580664100009,2410.7,
mongo-500k,2026-09-13T10:12:36.426369+00:00,E1,e1_iso_config,e1_iso_config,mongo,500000,64.0,10.0,1.0,100,1.0,21.9329500105232,69.38947002927293,136.02781097055413,34.088035624532885,0.9819999999999992,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2400.6,True
mongo-500k,2026-09-13T10:12:58.968882+00:00,E1,e1_iso_config,e1_iso_config,mongo,500000,64.0,10.0,1.0,100,2.0,16.905249969568104,136.9407450139984,249.58041501115045,30.39169558833122,0.9823999999999992,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2184.7,True
mongo-500k,2026-09-13T10:13:11.374667+00:00,E1,e1_iso_config,e1_iso_config,mongo,500000,64.0,10.0,1.0,100,3.0,13.065400009509176,17.630910029401996,24.274885002523643,73.57432239679747,0.9837999999999993,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2198.6,True
mongo-500k,2026-09-13T10:13:22.289631+00:00,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,mongo,500000,32.0,10.0,1.0,100,1.0,11.996799963526428,15.362315007951107,16.875356956152242,81.40558928177751,0.9673999999999989,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2124.0,True
mongo-500k,2026-09-13T10:13:34.109878+00:00,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,mongo,500000,64.0,10.0,1.0,100,1.0,12.059300002874807,16.163750016130507,20.546497019240615,79.40992328362832,0.9829999999999991,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2113.3,True
mongo-500k,2026-09-13T10:13:46.076512+00:00,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,mongo,500000,128.0,10.0,1.0,100,1.0,12.30480000958778,17.367319954792034,22.149621034041026,77.78782623605086,0.9917999999999996,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2101.9,True
mongo-500k,2026-09-13T10:13:59.304108+00:00,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,mongo,500000,256.0,10.0,1.0,100,1.0,13.693049986613914,17.24335001490544,25.777143007726394,70.29817378156721,0.9955999999999997,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2096.9,True
mongo-500k,2026-09-13T10:14:10.575723+00:00,E2,e2_concurrency,e2_concurrency,mongo,500000,64.0,10.0,1.0,100,1.0,12.036250001983717,15.248579983017407,20.267181013477952,80.24706079831982,0.9841999999999992,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2088.3,True
mongo-500k,2026-09-13T10:14:17.152906+00:00,E2,e2_concurrency,e2_concurrency,mongo,500000,64.0,10.0,4.0,100,1.0,13.402800017502159,26.594939982169297,61.85677801084232,255.11573376589766,0.9835999999999993,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2084.0,True
mongo-500k,2026-09-13T10:14:24.131563+00:00,E2,e2_concurrency,e2_concurrency,mongo,500000,64.0,10.0,8.0,100,1.0,18.706450005993247,35.388700000476064,147.84158900554738,352.0330967477794,0.9845999999999991,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2100.0,True
mongo-500k,2026-09-13T10:14:35.837382+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,1.0,100,1.0,11.613599985139444,14.468699964345424,18.32838198519311,83.26466496389227,0.9839999999999992,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2124.9,True
mongo-500k,2026-09-13T10:14:43.453316+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,4.0,100,1.0,13.21365000330843,25.32418995397163,41.55862801300826,268.7213314599652,0.9809999999999992,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2121.6,True
mongo-500k,2026-09-13T10:14:57.977286+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,1.0,50,1.0,15.547349990811199,20.674684972618707,27.158955006743756,62.55931170152391,0.49599999999999983,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2118.0,True
mongo-500k,2026-09-13T10:15:06.677853+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,4.0,50,1.0,16.78575002006255,33.27716501953545,51.29612500953953,211.1790145461543,0.49619999999999986,0.20000000000000176,0.10000000000000088,0.0,500.0,False,,,2130.6,True
mongo-500k,2026-09-13T10:15:23.361961+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,1.0,10,1.0,22.398500004783273,29.677765039377842,35.13674898887983,43.741287500827305,0.10420000000000043,0.10227999999999986,0.08862000000000048,0.0,500.0,False,,,2130.9,True
mongo-500k,2026-09-13T10:15:31.191433+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,4.0,10,1.0,22.901499993167818,32.95098495436831,48.29412398161365,165.93228356639221,0.10420000000000043,0.10235999999999987,0.08868000000000048,0.0,500.0,False,,,2130.6,True
mongo-500k,2026-09-13T10:15:45.354023+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,1.0,1,1.0,16.4599500130862,22.782364950398915,29.162224011961353,59.024606803745044,0.01639999999999998,0.01351999999999993,0.0132999999999999,0.0,500.0,False,,,2134.7,True
mongo-500k,2026-09-13T10:15:53.276575+00:00,E3,e3_filter,e3_filter,mongo,500000,64.0,10.0,4.0,1,1.0,16.531350003788248,23.74010500789154,43.02478297962806,224.53906620503696,0.01639999999999998,0.01351999999999993,0.0132999999999999,0.0,500.0,False,,,2132.3,True
mongo-500k,2026-09-13T10:15:56.951789+00:00,E5,e5_cold,cold_no_warmup,mongo,500000,64.0,,,,,13.912149996031076,18.45611001481302,32.814791027340064,68.41579397948101,,,,0.0,50.0,,,,,
