file,experiment,cell,label,engine,n,ef,concurrency,selectivity,trial,p50_ms,p95_ms,p99_ms,qps,recall_at_10,error_rate,n_measured,invalid,index_build_s,time_to_searchable_s,rss_mb
qdrant-10k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,10000,64.0,1.0,100,1.0,8.193550005671568,31.944724993081756,34.37664202094311,71.78810574757843,0.9997999999999999,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,10000,64.0,1.0,100,2.0,8.288750002975576,31.674699994619004,33.04470599861815,70.69459189777642,0.9997999999999999,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,10000,64.0,1.0,100,3.0,7.97995000903029,31.705040008819193,33.750532007252325,73.44063068218483,0.9997999999999999,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E4,ingest,ingest_bulk,qdrant,10000,,,,,,,,,,,,,19.64205930000753,19.641936199972406,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,1.0,100,1.0,7.940599985886365,31.6439949980122,33.595364012289785,75.48341655760362,0.9997999999999999,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,4.0,100,1.0,16.035100008593872,30.661160004092377,37.64073401544009,226.89981742464244,0.9997999999999999,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,1.0,50,1.0,8.287750009912997,32.220649976807174,34.83389499451728,64.25011366485431,0.5042000000000003,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,4.0,50,1.0,14.924750008503906,27.48214499733874,44.01345201709773,243.0997591967032,0.5042000000000003,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,1.0,10,1.0,8.3938999887323,32.28512002242496,35.219790984119754,67.17478840975598,0.10240000000000049,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,4.0,10,1.0,12.784199992893264,26.994679989002176,34.90615699090995,277.1849407868462,0.10240000000000049,0.0,500.0,False,,,0.0
